_id,Idade,T_freq_bar_rest,Cidade,Bairro_bh,Regional,Estado_pais,restricao,outro_restricao,freq_aliment_rotina,freq_aliment_lazer,estab_rotina,estab_lazer,culinaria_fav,outra_culinaria,qtde_bar_rest_bh,disr_bar_rest,pratos_mineira,oferta_prato_mineiro_qualidade,cerveja_cachaca,cerv_cach1,cerv_cach2,cerv_cach3,facilidade_cerv_cach,local_compra_cerv_cach,outro_local_cerv_cach,motivo_nao,motivo_viagem,pernoites_qt,culinaria_decisao_viagem,T_aval_qualidadepratos,T_aval_horariofuncionamento,T_aval_infraestrutura,T_aval_atendimento,T_aval_diversidade,T_aval_apresetacao,T_aval_custobeneficio,T_percepcaobaresrest,T_expec_bh,prato_unico_bh,qual_prato,recomendacao,satisfeitocombares_rest_perto_casa,nao_porque,facilidade_comidatipicamin,principal_dificuldade,Variedade_Culinaria,Decoracao_conforto,Estacionamento,Entretenimento,Refeio,Atendimento,Limpeza,Custo_Benefcio,Apresentao_pratos,fonte_informacao,outras_fontes,festival_gastronomico,motivo_nao_festival,companhia_restaurantes_bares,gasto_medio_gastro,genero,renda_familiar,grau_instrucao
132,23,"",Belo Horizonte,Santa Tereza,Leste,MG,Nao,"",1 dia por semana,2 vezes por mes,Restaurante Self-service;Outros,Restaurante A La carte;Bares (petiscos e afins),Cozinha Variara,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Frango com quiabo queijo e doces,Sim- principalmente os restaurantes,Nao,"","","","","","",Precos elevados,"",329,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,3,,4,5,3,3,4,3,Amigos e familiares;Redes sociais;Google,"",Sim,"",Amigos,60,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
133,24,"",Belo Horizonte,Santa Efigenia ,Leste,MG,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service,Restaurante A La carte;Restaurante Self-service;Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de conhecimento,"",330,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,3,4,4,5,4,4,4,Redes sociais;Google,"",Nao,NS/NI,Amigos,60,Masculino,Ate 1 SM (R$ 954),Superior incompleto
134,40,"",Belo Horizonte,Floresta,Leste,MG,Nao,"",Nunca,Raramente,NA,Restaurante A La carte,Mineira Tipica,"",Bares suficientes/ restaurantes insuficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Cerveja,"","",Sim,Cervejaria/cachacaria/loja de produtos tipicos;Mercados/Feira,"","","",331,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,3,3,4,3,2,2,3,Sites especializados,"",Sim,"",Amigos,60,Feminino,Nao respondeu,Superior completo
135,25,"",Belo Horizonte,Santa Tereza,Leste,MG,Nao,"",Raramente,1 dia por semana,Fast-foods,Fast-foods,Cozinha Variada,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Galinha caipira,Sim- principalmente os restaurantes,Sim,Nao sabe; nao lembra,"","",Sim,Bar,"","","",332,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,3,3,5,4,4,5,4,Amigos e familiares;Google,"",Sim,"",Amigos,25,Masculino,Ate 1 SM (R$ 954),Superior incompleto
136,28,"",Belo Horizonte,Sao Geraldo,Leste,MG,Nao,"",Raramente,1 dia por semana,Fast-foods;Bares (petiscos e afins),Restaurante A La carte;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Tropeiro;  quiabo; doce ; queijo,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",NS/NI,"",333,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,3,4,3,5,3,3,3,4,Amigos e familiares,"",Nao,falta de informacao,Amigos,70,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
137,29,"",Belo Horizonte,Floresta,Leste,MG,Nao,"",5 dias por semana,Raramente,Restaurante Self-service,Fast-foods,Outra,Hamburguer,Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Pastel de Angu; compota; mandioquinha,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao tem interesse,"",334,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,4,3,5,3,3,3,4,Google,"",Sim,"",Amigos,30,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Tecnico
138,38,"",Belo Horizonte,Santa Tereza,Leste,MG,Nao,"",2 dias por semana,2 vezes por mes,Restaurante Self-service,Restaurante A La carte,Cozinha Variada,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Queijo; goiabada,Sim- principalmente os restaurantes,Nao,"","","","","","",Valor,"",335,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,,3,5,4,3,4,3,Amigos e familiares;Google,"",Sim,"",Amigos,50,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio incompleto
139,37,"",Belo Horizonte,Santa Tereza,Leste,MG,Nao,"",Raramente,1 dia por semana,Restaurante A La carte,Restaurante A La carte,Nordestina Tipica,"",Ambos Suficientes,Os restaurantes sao concentrados mas bares nao,Quiabo,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",336,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,,3,5,4,4,3,3,Google,"",Sim,"",Conjuge/namorado(a) e filhos,60,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior completo
140,52,"",Belo Horizonte,Santa Tereza,Leste,MG,Nao,"",5 dias por semana,2 vezes por mes,Bares (petiscos e afins),Bares (petiscos e afins),Cozinha Variada,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Couve com angu,Sim- principalmente os restaurantes,Sim,Nao sabe; nao lembra,"","",Sim,Bar;Restaurante;Cervejaria/cachacaria/loja de produtos tipicos,"","","",337,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,,5,4,4,4,4,3,Amigos e familiares,"",Sim,"",Conjuge/namorado(a) e filhos,100,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Fundamental  completo
141,47,"",Belo Horizonte,Esplanada,Leste,MG,Nao,"",Nunca,3 vezes por mes,NA,Bares (petiscos e afins),Cozinha Variada,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Nao sabe; nao lembra,"","",NS/NI,Bar,"","","",338,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Alta facilidade,"",4,5,,5,5,4,4,4,4,Amigos e familiares,"",Sim,"",Conjuge/namorado(a),80,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
142,48,"",Belo Horizonte,Sagrada Familia ,Leste,MG,Nao,"",2 dias por semana,2 vezes por mes,Restaurante Self-service,Fast-foods;Bares (petiscos e afins),Cozinha Variada,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- tanto bares quanto restaurantes,Sim,Walls,"","",NS/NI,Bar,"","","",339,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,4,4,5,4,4,4,4,Amigos e familiares,"",Sim,"",Amigos,120,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Tecnico
143,62,"",Belo Horizonte,Sao Geraldo,Leste,MG,Nao,"",Raramente,Raramente,Restaurante A La carte,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Torresmo,Sim- tanto bares quanto restaurantes,Sim,Da roca,"","",Sim,Bar;Mercados/Feira,"","","",340,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",4,4,,3,5,4,3,4,4,Amigos e familiares,"",Nao,falta de informacao,Amigos,60,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Fundamental  completo
144,37,"",Belo Horizonte,Santa Efigenia,Leste,MG,Nao,"",1 dia por semana,2 vezes por mes,Restaurante Self-service,Fast-foods,Nordestina Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- principalmente os bares,Nao,"","","","","","",Falta de conhecimento,"",341,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os bares sao bons mas restaurantes nem tanto,"",Alta facilidade,"",4,4,5,4,4,3,5,4,3,Amigos e familiares;Redes sociais,"",Sim,"",Demais familiares,42,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
145,32,"",Belo Horizonte,Sagrada Familia ,Leste,MG,Nao,"",5 dias por semana,3 vezes por mes,Restaurante Self-service,Restaurante A La carte,Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo Tropeiro doce de leite,Sim- principalmente os restaurantes,Sim,Backer ,"","",NS/NI,Cervejaria/cachacaria/loja de produtos tipicos,"","","",342,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,4,4,5,4,3,4,4,Amigos e familiares,"",Sim,"",Amigos,60,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
146,21,"",Belo Horizonte,Santa Tereza,Leste,MG,Nao,"",Raramente,3 vezes por mes,Outros,Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Angu com quiabo,Sim- principalmente os restaurantes,Sim,Nao sabe; nao lembra,"","",Sim,Mercados/Feira,"","","",343,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,2,3,5,4,3,4,5,Amigos e familiares,"",Sim,"",Conjuge/namorado(a),100,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
147,29,"",Belo Horizonte,Floresta,Leste,MG,Nao,"",3 dias por semana,2 vezes por mes,Restaurante Self-service,Fast-foods,Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Vaca atolada,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de conhecimento,"",344,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os bares sao bons mas restaurantes nem tanto,"",Media facilidade,"",4,4,5,4,3,5,3,4,2,Redes sociais;Sites especializados,"",Nao,precos elevados,Amigos,35,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Tecnico
148,31,"",Belo Horizonte,Floresta,Leste,MG,Nao,"",Raramente,3 vezes por mes,Restaurante Self-service,Bares (petiscos e afins),Chinesa,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Tutu,Sim- principalmente os bares,Nao,"","","","","","",Falta de conhecimento,"",345,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Media facilidade,"",5,3,5,5,4,4,4,3,3,Amigos e familiares;Sites especializados,"",Nao,localizacao,Amigos,50,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
149,38,"",Belo Horizonte,Sao Geraldo ,Leste,MG,Nao,"",1 dia por semana,Nunca,Fast-foods,NA,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Vaca atolada;  Tropeiro ,Sim- tanto bares quanto restaurantes,Sim,Backer ,"","",Sim,Bar,"","","",346,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",2,2,1,1,3,3,3,3,5,Redes sociais,"",Sim,"",Conjuge/namorado(a),15,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior incompleto
150,32,"",Belo Horizonte,Floresta,Leste,MG,Nao,"",2 vezes por mes,3 vezes por mes,Restaurante A La carte,Restaurante A La carte;Fast-foods;Bares (petiscos e afins),Chinesa,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Pao de queijo; tutu; frango com quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de informacao,"",347,"","","","","","","","","","","","",Sim- principalmente bares para cervejas e petiscos,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,5,5,5,4,5,5,5,5,Amigos e familiares,"",Sim,"",Conjuge/namorado(a),50,Feminino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Superior completo
151,18,"",Belo Horizonte,Cidade Nova,Nordeste,MG,Nao,"",Nunca,Raramente,NA,Fast-foods,Outra,Hamburguer,Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Frango,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",68,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,4,,4,5,4,4,4,4,Amigos e familiares,"",Nao,falta de informacao,Demais familiares,30,Masculino,Nao possui renda,Medio incompleto
152,20,"",Belo Horizonte,Dom Silverio,Nordeste,MG,Nao,"",5 dias por semana,2 vezes por mes,Restaurante Self-service,Restaurante Self-service;Fast-foods,Mineira Tipica,"",Ambos Suficientes,Muito concentrado em alguns bairros,Pao de queijo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",69,"","","","","","","","","","","","",Nao recomendo,Nao,localizacao,Alta facilidade,"",5,,5,3,,3,3,3,3,Amigos e familiares,"",Nao,precos elevados,Conjuge/namorado(a),25,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Superior completo
153,24,"",Belo Horizonte,Vista do Sol,Nordeste,MG,Nao,"",5 dias por semana,Raramente,Outros,Fast-foods;Bares (petiscos e afins),Mineira Tipica,"",Nao sabe,Os restaurantes sao concentrados mas bares nao,Feijao Tropeiro,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao sabe,"",70,"","","","","","","","","","","","",Nao recomendo,Em termos- os bares sao bons mas restaurantes nem tanto,"",Media facilidade,"",4,4,,4,5,4,4,4,,Amigos e familiares,"",Nao,outros,Conjuge/namorado(a),50,Masculino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
154,53,"",Belo Horizonte,Palmares,Nordeste,MG,Nao,"",Nunca,Raramente,NA,Restaurante Self-service,Mineira Tipica,"",Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,Frango com quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",71,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",3,3,1,3,3,3,1,2,2,Amigos e familiares,"",Sim,"",Outros,10,Masculino,Acima de 10 SM (R$ 9.540),Pos-graduacao /Especializacao/MBA
155,43,"",Belo Horizonte,Cidade Nova,Nordeste,MG,Nao,"",2 dias por semana,1 dia por semana,Restaurante Self-service,Restaurante A La carte,Outra,Baiana,Ambos Suficientes,Acho que existem bares e restaurantes em toda a cidade,figado com Jilo; Tropeiro ,Nao,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",72,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,2,2,2,3,2,2,2,2,Jornais;Outros,E-mail,Sim,"",Conjuge/namorado(a) e filhos,30,Masculino,Entre 5 SM e 7 SM (R$ 4.770 a R$ 6.678),Medio completo
156,63,"",Belo Horizonte,Uniao,Nordeste,MG,Intolerante a lactose,"",6 dias por semana,Nunca,Restaurante Self-service,NA,Chinesa,"",Bares suficientes/ restaurantes insuficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Frango com quiabo,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao bebe/nao consome/nao gosta,"",73,"","","","","","","","","","","","",Nao recomendo,Nao,localizacao,Alta facilidade,"",1,4,2,2,3,4,3,3,4,Amigos e familiares,"",Nao,falta de informacao,Conjuge/namorado(a),30,Feminino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
157,28,"",Belo Horizonte,Cidade Nova,Nordeste,MG,Nao,"",7 dias por semana,3 dias por semana,Restaurante Self-service,Restaurante A La carte,Japonesa,"",Ambos Suficientes,Muito concentrado em alguns bairros,Feijao Tropeiro,Nao,Sim,Backer ,"","",Sim,Supermercados,"","","",74,"","","","","","","","","","","","",Nao recomendo,Nao sabe,"",Alta facilidade,"",4,4,3,4,4,5,5,5,4,Sites especializados;Google,"",Sim,"",Amigos,40,Masculino,Acima de 10 SM (R$ 9.540),Superior completo
158,53,"",Belo Horizonte,Silveira,Nordeste,MG,Nao,"",1 dia por semana,Raramente,Restaurante Self-service,Fast-foods,Mineira Tipica,"",Ambos Suficientes,Nao sabe,Frango com quiabo,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",NS/NI,"",75,"","","","","","","","","","","","",Nao recomendo,Nao sabe,"",Alta facilidade,"",5,5,3,3,5,5,5,4,4,Amigos e familiares,"",Nao,outros,Conjuge/namorado(a) e filhos,25,Feminino,Nao respondeu,Medio completo
159,51,"",Belo Horizonte,Cidade Nova,Nordeste,MG,Vegetariano,"",6 dias por semana,1 dia por semana,Restaurante Self-service;Bares (petiscos e afins),Restaurante A La carte;Bares (petiscos e afins),Natural,"",Bares insuficientes/ restaurantes suficientes,Os bares sao mais concentrados mas restaurantes nao,Pao de queijo; goiabada,Sim- principalmente os restaurantes,Nao,"","","","","","",Nao tem interesse,"",76,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",5,4,2,3,5,5,5,4,4,Amigos e familiares;Redes sociais;Google,"",Nao,precos elevados,Amigos,30,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
160,25,"",Belo Horizonte,Cidade Nova,Nordeste,MG,Nao,"",3 dias por semana,1 dia por semana,Restaurante Self-service;Outros,Bares (petiscos e afins),Mineira Tipica,"",Ambos Suficientes,Os bares sao mais concentrados mas restaurantes nao,Tropeiro; feijoada,Sim- principalmente os restaurantes,Nao,"","","","","","",Falta de informacao,"",77,"","","","","","","","","","","","",Nao recomendo,Sim- consigo encontrar bons bares e restaurantes,"",Media facilidade,"",5,5,,5,5,5,5,5,5,Redes sociais;Sites especializados;Google,"",Nao,falta de informacao,Demais familiares,10,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Superior incompleto
161,27,"",Belo Horizonte,Jardim Vitoria ,Nordeste,MG,Nao,"",Nunca,1 vez por mes,NA,Restaurante A La carte,Mineira Tipica,"",Ambos Suficientes,Percebo maior concentracao em alguns bairros mas a oferta existe em todos os lugares que vou,Feijao Tropeiro,Sim- principalmente os restaurantes,Sim,Nao sabe; nao lembra,"","",Sim,Bar,"","","",78,"","","","","","","","","","","","",Nao recomendo,Em termos- os restaurantes sao bons mas os bares nem tanto,"",Media facilidade,"",4,3,3,4,4,3,3,4,4,Redes sociais,"",Nao,precos elevados,Conjuge/namorado(a),50,Feminino,Entre 1 SM e 3 SM (R$ 954 a R$ 2.862),Medio completo
162,24,"",Belo Horizonte,Cachoeirinha ,Nordeste,MG,Nao,"",3 dias por semana,3 vezes por mes,Restaurante A La carte;Outros,Restaurante A La carte;Fast-foods;Restaurantes de Buffet;Bares (petiscos e afins),Japonesa,"",Ambos Suficientes,Nao sabe,Pao de queijo; canjica; milho cozido; pamonha,Sim- tanto bares quanto restaurantes,Nao,"","","","","","",Falta de conhecimento,"",176,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Sim- consigo encontrar bons bares e restaurantes,"",Alta facilidade,"",4,3,,4,4,5,5,3,3,Amigos e familiares;Google,"",Sim,"",Amigos,20,Masculino,Entre 3 SM e 5 SM (R$ 2.862 a R$ 4.770),Medio completo
163,46,"",Belo Horizonte,Palmares,Nordeste,MG,Outro,Restricao a Carboidrato,7 dias por semana,1 dia por semana,Restaurante Self-service,Restaurante Self-service,Italiana,"",Ambos Suficientes,Muito concentrado em alguns bairros,Tropeiro; frango com quiabo ,Sim- principalmente os restaurantes,Sim,Backer,Austria,Bruden ,Sim,Supermercados;Mercados/Feira,"","","",177,"","","","","","","","","","","","",Sim- especialmente restaurantes que sirvam comida mineira,Nao,precos elevados,Media facilidade,"",5,4,4,2,4,3,3,1,3,Google,"",Sim,"",Conjuge/namorado(a) e filhos,30,Masculino,Entre 7 SM e 10 SM (R$ 6.678 a R$ 9.540),Superior completo
